amount,txn_hour,payment_mode,receiver_type,is_new_receiver,avg_amount_7d,avg_amount_30d,max_amount_7d,txn_count_1h,txn_count_24h,days_since_last_txn,night_txn_ratio,location_mismatch,is_night,is_round_amount,velocity_check,deviation_from_sender_avg,exceeds_recent_max,is_fraud
8511.65,12,1,0,0,12013.33,10949.03,19491.39,0,5,3,0.36,0,0,0,0,0.78,0,0.0
336.39,1,2,1,1,525.82,554.54,696.53,1,3,2,0.02,0,1,0,0,0.61,0,0.0
207.13,6,0,2,0,124.87,123.58,186.14,0,6,0,0.17,0,0,0,0,1.68,1,0.0
247.43,19,0,2,0,277.05,286.98,419.51,0,3,6,0.36,0,0,0,0,0.86,0,0.0
44.0,6,0,2,1,43.96,42.16,119.23,1,3,16,0.23,0,0,0,0,1.04,0,0.0
94.33,5,1,1,0,170.99,158.04,430.27,0,4,9,0.38,0,1,0,0,0.6,0,0.0
1496.74,16,1,1,0,427.69,457.34,1249.88,0,1,3,0.24,0,0,0,0,3.27,1,0.0
196.57,17,1,0,1,370.79,405.06,872.74,1,3,0,0.24,0,0,0,0,0.49,0,0.0
703.55,8,1,0,0,830.29,859.95,2469.61,3,3,9,0.64,0,0,0,0,0.82,0,0.0
227.82,19,1,1,0,166.73,176.12,443.03,0,3,1,0.06,0,0,0,0,1.29,0,0.0
151.48,7,0,0,0,128.31,117.35,354.06,0,3,2,0.35,0,0,0,0,1.29,0,0.0
338.02,1,2,0,0,407.41,397.98,816.51,1,3,7,0.31,0,1,0,0,0.85,0,0.0
343.23,12,2,0,0,356.3,387.6,597.08,1,1,9,0.31,0,0,0,0,0.89,0,0.0
2062.17,16,2,2,1,2703.4,2675.67,6474.6,1,1,0,0.62,0,0,0,0,0.77,0,0.0
110.7,15,2,2,0,143.88,139.74,248.64,0,5,14,0.51,0,0,0,0,0.79,0,0.0
598.48,18,2,1,1,284.47,267.16,499.86,0,1,21,0.52,0,0,0,0,2.24,1,0.0
709.54,4,0,0,0,601.75,614.96,982.58,1,3,4,0.52,0,1,0,0,1.15,0,0.0
1102.62,9,0,1,0,1298.96,1201.14,2520.72,0,3,11,0.09,0,0,0,0,0.92,0,0.0
115.15,23,0,2,0,160.03,165.34,426.72,1,3,6,0.4,0,1,0,0,0.7,0,0.0
44.87,16,2,0,0,57.31,60.39,79.63,2,1,4,0.3,0,0,0,0,0.74,0,0.0
500.01,9,0,1,0,233.93,257.9,443.02,2,4,2,0.5,0,0,0,0,1.94,1,0.0
212.41,0,2,1,0,480.55,468.44,913.35,0,8,6,0.39,0,1,0,0,0.45,0,0.0
125.95,6,0,1,0,122.91,129.16,302.63,0,3,4,0.13,0,0,0,0,0.98,0,0.0
608.01,4,2,2,0,955.37,1050.58,1521.72,1,3,9,0.46,0,1,0,0,0.58,0,0.0
787.79,21,0,1,0,637.19,669.51,1713.19,0,3,0,0.13,0,0,0,0,1.18,0,0.0
1103.44,2,1,2,0,844.72,807.36,1266.43,0,3,1,0.16,0,1,0,0,1.37,0,0.0
3282.97,10,1,2,0,1242.78,1206.55,1907.56,0,5,3,0.25,0,0,0,0,2.72,1,0.0
960.72,0,0,2,0,1018.49,979.39,1491.74,0,3,7,0.03,0,1,0,0,0.98,0,0.0
632.86,1,0,0,0,333.26,329.56,893.28,1,2,5,0.41,0,1,0,0,1.92,0,0.0
275.39,21,1,2,0,89.89,95.26,204.43,2,2,5,0.63,1,0,0,1,2.89,1,1.0
21.23,2,2,2,0,9.03,10.0,19.51,0,2,3,0.09,0,1,0,0,2.12,1,0.0
218.72,2,0,1,0,274.85,264.83,650.91,1,5,3,0.28,0,1,0,0,0.83,0,0.0
1908.62,21,2,1,0,3898.81,3675.31,6650.47,0,4,3,0.21,0,0,0,0,0.52,0,0.0
5055.25,11,1,0,0,1410.92,1351.08,3221.77,1,5,5,0.46,0,0,0,0,3.74,1,1.0
930.92,21,2,0,0,433.05,462.22,624.6,1,3,0,0.22,0,0,0,0,2.01,1,1.0
325.91,10,1,0,1,911.85,839.25,2114.47,0,3,5,0.04,0,0,0,0,0.39,0,0.0
129.81,4,2,1,0,178.34,163.65,256.0,2,4,6,0.26,0,1,0,0,0.79,0,0.0
214.15,2,0,0,0,1093.35,1148.48,2496.16,0,3,9,0.32,0,1,0,0,0.19,0,0.0
79.13,12,0,0,0,91.01,83.56,120.97,0,3,1,0.12,0,0,0,0,0.95,0,0.0
183.93,14,2,2,0,200.1,199.79,286.35,0,2,1,0.38,0,0,0,0,0.92,0,0.0
87.55,15,2,2,0,129.49,121.26,310.55,1,2,16,0.37,0,0,0,0,0.72,0,0.0
164.14,2,2,2,1,174.11,180.04,217.34,1,6,6,0.08,0,1,0,0,0.91,0,0.0
358.71,16,2,0,0,413.52,447.04,1135.71,1,2,5,0.42,0,0,0,0,0.8,0,0.0
1011.01,14,0,1,0,473.55,452.33,754.57,1,6,12,0.31,0,0,0,0,2.24,1,0.0
330.82,20,0,1,0,457.0,422.45,555.09,0,4,1,0.56,0,0,0,0,0.78,0,1.0
82.54,0,2,2,0,102.11,101.44,244.31,3,6,5,0.09,0,1,0,0,0.81,0,0.0
627.55,15,0,0,0,651.53,636.4,1406.09,0,2,3,0.46,0,0,0,0,0.99,0,0.0
271.66,2,2,0,0,206.1,224.38,522.96,0,3,11,0.09,0,1,0,0,1.21,0,0.0
426.19,12,0,0,0,788.97,834.55,1492.18,0,4,2,0.38,0,0,0,0,0.51,0,0.0
397.02,13,0,2,0,424.82,446.16,1039.06,0,3,3,0.39,0,0,0,0,0.89,0,0.0
234.51,4,2,1,0,266.99,249.48,786.55,0,1,1,0.02,0,1,0,0,0.94,0,0.0
175.36,4,1,0,0,128.67,126.21,183.77,1,4,0,0.44,0,1,0,0,1.39,0,0.0
131.03,16,1,1,0,214.71,200.89,630.14,3,9,0,0.7,0,0,0,0,0.65,0,0.0
1173.73,16,2,0,0,1224.57,1162.58,1865.35,3,4,2,0.21,0,0,0,0,1.01,0,0.0
1531.69,12,1,2,0,619.58,590.27,926.23,0,4,6,0.3,1,0,0,0,2.59,1,1.0
281.31,8,2,2,0,169.24,186.3,239.21,0,4,3,0.14,0,0,0,0,1.51,1,0.0
606.53,19,2,1,0,758.62,696.75,2079.17,0,2,0,0.54,0,0,0,0,0.87,0,0.0
109.26,13,0,0,0,108.96,112.54,160.79,0,7,7,0.16,0,0,0,0,0.97,0,0.0
251.97,0,0,2,0,226.19,242.45,562.27,1,3,11,0.38,0,1,0,0,1.04,0,0.0
146.41,17,0,2,0,124.82,136.26,357.67,1,5,1,0.14,0,0,0,1,1.07,0,0.0
140.78,15,2,2,0,274.6,283.57,818.91,1,3,0,0.34,0,0,0,0,0.5,0,0.0
39.26,2,1,2,0,93.05,98.09,214.62,0,7,3,0.31,0,1,0,0,0.4,0,0.0
2473.87,20,0,0,0,2991.24,2825.83,7856.83,1,6,9,0.34,0,0,0,0,0.88,0,0.0
706.87,20,0,0,0,835.44,803.15,1341.1,2,0,10,0.15,0,0,0,0,0.88,0,0.0
158.56,15,1,0,0,183.32,191.07,243.84,1,4,0,0.24,0,0,0,0,0.83,0,0.0
142.58,5,1,0,0,211.07,208.2,420.54,0,1,1,0.2,0,1,0,0,0.68,0,0.0
108.0,1,1,1,0,63.2,64.04,176.82,0,4,6,0.03,0,1,0,0,1.69,0,0.0
1849.25,14,2,2,1,2401.01,2208.2,6113.53,0,5,3,0.28,0,0,0,0,0.84,0,0.0
419.79,6,0,2,0,182.96,184.47,243.34,0,2,0,0.35,0,0,0,0,2.28,1,0.0
1767.93,12,2,2,0,365.22,390.71,557.36,0,3,9,0.05,0,0,0,0,4.52,1,0.0
428.99,21,1,0,0,278.88,286.86,805.38,2,4,6,0.23,0,0,0,0,1.5,0,0.0
301.37,5,1,1,0,739.99,675.22,1262.54,0,5,12,0.35,0,1,0,0,0.45,0,0.0
185.46,12,0,2,0,396.66,366.32,624.59,0,4,4,0.43,0,0,0,0,0.51,0,0.0
714.78,22,2,2,0,762.15,752.23,1427.88,0,3,2,0.1,0,0,0,0,0.95,0,0.0
315.32,5,2,2,0,327.77,359.09,689.88,0,4,3,0.57,0,1,0,0,0.88,0,0.0
48.79,22,0,1,0,21.57,20.67,36.86,0,1,9,0.33,1,0,0,0,2.36,1,0.0
298.31,4,0,1,0,405.05,422.39,738.13,2,3,14,0.2,0,1,0,0,0.71,0,0.0
1870.17,15,0,1,0,1008.54,1049.2,2181.25,0,3,1,0.11,0,0,0,0,1.78,0,0.0
214.62,17,0,1,0,281.42,307.94,413.31,1,4,1,0.32,0,0,0,0,0.7,0,0.0
209.84,23,2,1,0,175.6,191.93,308.08,0,5,5,0.12,0,1,0,0,1.09,0,0.0
240.19,14,1,2,1,553.67,546.58,1241.86,0,2,3,0.29,0,0,0,0,0.44,0,0.0
924.35,2,0,1,0,997.79,1050.07,1890.5,0,3,0,0.34,0,1,0,1,0.88,0,0.0
661.39,22,1,0,0,811.31,812.35,2369.88,0,2,2,0.32,0,0,0,0,0.81,0,0.0
396.72,20,0,0,0,376.66,408.67,774.19,0,0,0,0.21,0,0,0,0,0.97,0,0.0
748.12,11,2,2,0,657.32,664.87,1688.63,2,4,7,0.13,0,0,0,0,1.13,0,0.0
5050.14,18,2,2,0,3688.47,3671.58,8848.66,1,1,4,0.08,0,0,0,0,1.38,0,0.0
38.26,12,2,0,0,34.4,37.03,102.24,0,4,1,0.23,0,0,0,0,1.03,0,0.0
1314.99,2,2,1,0,1713.68,1756.1,3985.01,0,0,4,0.32,0,1,0,0,0.75,0,0.0
52.29,3,1,0,0,65.37,69.68,168.64,0,2,2,0.1,0,1,0,0,0.75,0,0.0
407.11,8,1,1,1,838.91,902.91,1505.6,1,3,0,0.39,0,0,0,0,0.45,0,0.0
3314.63,10,0,2,0,3578.91,3639.82,8461.9,0,3,0,0.22,0,0,0,0,0.91,0,0.0
47.69,4,2,1,0,57.07,55.65,160.03,0,3,0,0.08,1,1,0,0,0.86,0,0.0
3130.22,22,2,1,0,2468.74,2670.35,3996.59,0,3,8,0.58,0,0,0,0,1.17,0,0.0
446.22,16,0,1,0,2341.42,2585.31,5494.24,1,3,2,0.13,0,0,0,0,0.17,0,0.0
528.96,9,1,2,0,414.56,388.61,1211.62,0,1,1,0.12,0,0,0,0,1.36,0,0.0
197.08,19,0,1,0,411.25,374.97,1020.21,0,4,2,0.04,0,0,0,0,0.53,0,0.0
183.45,18,0,2,0,226.0,245.5,518.94,1,4,2,0.41,0,0,0,0,0.75,0,0.0
2328.51,18,0,2,1,1998.25,2023.64,2916.61,1,3,1,0.36,0,0,0,0,1.15,0,0.0
1233.21,22,2,2,0,1511.62,1678.1,2758.35,0,4,9,0.39,0,0,0,0,0.73,0,0.0
384.15,2,0,2,0,328.29,335.67,494.08,0,1,0,0.17,0,1,0,0,1.14,0,0.0
1546.24,19,1,0,0,1582.59,1679.53,3853.58,1,7,1,0.51,0,0,0,0,0.92,0,0.0
51.84,21,1,0,0,131.46,144.0,370.69,1,5,3,0.15,0,0,0,0,0.36,0,0.0
477.8,9,2,0,0,746.11,802.76,1053.0,2,2,10,0.2,0,0,0,0,0.6,0,0.0
787.97,13,2,2,1,201.06,217.4,577.52,0,2,1,0.59,0,0,0,0,3.62,1,1.0
1287.28,4,0,1,0,1685.69,1550.7,3050.99,0,7,0,0.18,0,1,0,0,0.83,0,0.0
76.55,12,1,0,0,49.86,49.45,108.14,0,3,2,0.55,0,0,0,0,1.55,0,0.0
109.35,10,1,1,1,70.82,66.99,126.22,0,0,9,0.23,0,0,0,0,1.63,0,0.0
663.93,14,1,1,0,313.67,308.95,478.59,1,1,4,0.35,0,0,0,0,2.15,1,0.0
831.97,2,0,2,0,415.65,377.92,571.72,1,2,0,0.56,0,1,0,0,2.2,1,0.0
113.94,0,0,0,0,339.07,331.8,577.53,0,4,13,0.21,0,1,0,0,0.34,0,0.0
461.29,7,1,2,0,411.31,376.99,977.91,0,1,2,0.03,0,0,0,0,1.22,0,0.0
1119.12,17,1,0,0,2279.97,2361.64,5845.51,0,3,0,0.38,0,0,0,0,0.47,0,0.0
123.27,4,0,0,0,151.71,154.13,332.3,0,1,2,0.5,0,1,0,0,0.8,0,0.0
853.98,18,1,0,0,1838.88,1744.19,4005.98,0,4,1,0.05,0,0,0,0,0.49,0,0.0
53.06,6,0,1,0,49.17,49.68,103.69,0,4,1,0.41,0,0,0,0,1.07,0,0.0
753.88,20,2,2,0,1228.57,1151.03,2863.1,0,1,2,0.34,0,0,0,0,0.65,0,0.0
1662.63,15,1,2,1,1114.33,1016.9,1393.37,1,3,0,0.13,0,0,0,0,1.63,1,0.0
263.51,3,2,2,0,262.52,248.03,570.16,0,2,2,0.04,0,1,0,0,1.06,0,0.0
159.06,12,1,0,0,202.86,191.43,270.97,0,2,0,0.22,0,0,0,0,0.83,0,0.0
652.35,15,0,1,0,1131.67,1057.59,3387.4,1,3,2,0.41,0,0,0,0,0.62,0,0.0
114.25,6,0,1,0,274.06,254.71,746.92,1,2,5,0.15,0,0,0,0,0.45,0,0.0
239.22,23,2,0,0,543.31,569.73,784.01,1,2,1,0.3,0,1,0,0,0.42,0,0.0
214.83,18,1,0,1,266.57,249.37,525.36,2,3,0,0.03,0,0,0,0,0.86,0,0.0
200.99,18,2,2,0,655.55,599.34,1651.56,0,3,23,0.55,0,0,0,0,0.34,0,0.0
37.44,15,0,0,0,41.29,37.91,93.92,2,6,5,0.56,0,0,0,0,0.99,0,0.0
207.0,3,0,2,0,109.7,121.02,266.51,0,5,10,0.47,0,1,0,0,1.71,0,0.0
1761.1,13,0,2,0,1992.68,2092.82,5188.67,0,1,6,0.42,0,0,0,0,0.84,0,0.0
575.67,11,0,0,0,3095.96,2895.71,5617.23,1,4,2,0.26,0,0,0,0,0.2,0,0.0
493.55,5,1,2,0,602.87,662.78,777.58,1,2,18,0.54,0,1,0,0,0.74,0,0.0
407.7,18,2,1,1,823.16,847.06,1809.19,1,0,4,0.21,0,0,0,0,0.48,0,0.0
90.26,3,1,2,0,130.89,125.49,165.7,1,1,0,0.39,0,1,0,0,0.72,0,0.0
1990.97,0,2,0,0,1523.51,1660.82,3532.9,1,2,4,0.46,0,1,0,0,1.2,0,0.0
156.22,21,0,2,0,227.87,248.32,492.52,1,3,7,0.21,0,0,0,0,0.63,0,0.0
8399.38,3,0,2,0,11387.47,12488.43,15818.38,0,3,7,0.06,0,1,0,0,0.67,0,0.0
390.85,21,1,1,0,835.93,911.55,1880.07,2,2,9,0.07,0,0,0,0,0.43,0,0.0
1093.12,23,1,1,0,852.03,793.29,2145.6,2,0,11,0.02,0,1,0,0,1.38,0,0.0
228.75,0,2,2,0,72.92,69.69,205.93,0,6,1,0.55,0,1,0,0,3.28,1,0.0
151.05,22,1,1,1,320.64,296.64,834.52,1,7,2,0.22,0,0,0,0,0.51,0,0.0
949.05,6,0,0,0,532.75,515.14,1125.43,1,1,3,0.06,0,0,0,0,1.84,0,1.0
875.12,16,2,0,1,825.68,831.98,1660.12,0,2,1,0.23,0,0,0,0,1.05,0,0.0
1071.26,6,2,1,0,860.49,833.11,2341.66,1,3,19,0.15,0,0,0,0,1.29,0,0.0
261.61,1,2,2,1,383.56,385.73,595.38,1,3,0,0.58,1,1,0,0,0.68,0,0.0
836.71,20,1,2,0,4938.17,4597.05,9713.54,3,4,0,0.69,0,0,0,0,0.18,0,0.0
542.42,21,1,2,1,588.91,615.14,1330.46,0,3,0,0.21,0,0,0,0,0.88,0,0.0
69.94,2,1,2,0,64.53,62.33,191.06,0,2,1,0.24,0,1,0,0,1.12,0,0.0
536.61,10,2,2,0,452.25,479.32,835.08,0,2,0,0.08,0,0,0,0,1.12,0,0.0
140.55,14,0,1,0,157.36,168.47,391.77,0,6,3,0.54,0,0,0,0,0.83,0,0.0
428.66,20,1,0,0,1334.28,1232.46,1902.56,0,3,2,0.42,0,0,0,0,0.35,0,0.0
323.49,11,0,0,0,206.8,215.28,471.15,0,8,1,0.34,0,0,0,0,1.5,0,0.0
347.46,21,1,0,0,266.2,285.83,468.72,2,1,10,0.47,0,0,0,0,1.22,0,0.0
11129.33,10,0,2,0,8803.58,8811.6,18194.71,0,2,12,0.3,0,0,0,0,1.26,0,0.0
3003.2,23,2,2,0,4274.06,4496.44,6369.97,0,3,6,0.07,0,1,0,0,0.67,0,0.0
1284.19,21,2,2,0,1617.27,1690.26,2511.1,0,4,0,0.24,0,0,0,0,0.76,0,0.0
409.84,0,1,1,0,911.14,1004.0,1600.3,0,1,2,0.2,0,1,0,0,0.41,0,0.0
264.04,10,0,0,0,214.71,195.91,499.57,0,4,2,0.06,0,0,0,0,1.35,0,0.0
253.63,7,0,2,0,601.6,557.05,1534.32,0,3,9,0.12,0,0,0,0,0.46,0,0.0
201.02,14,0,2,0,369.01,365.52,507.07,0,1,0,0.14,0,0,0,0,0.55,0,0.0
96.32,22,1,0,0,107.14,113.11,174.83,0,3,1,0.04,0,0,0,0,0.85,0,0.0
216.78,0,0,0,0,554.11,560.96,1285.27,0,2,2,0.33,0,1,0,0,0.39,0,0.0
993.24,12,2,2,0,879.55,839.47,1836.82,0,4,1,0.81,0,0,0,0,1.18,0,0.0
194.19,21,1,0,1,170.44,187.68,382.34,0,2,1,0.23,0,0,0,0,1.03,0,0.0
267.98,10,1,2,0,163.8,155.32,394.23,0,2,12,0.3,0,0,0,0,1.73,0,0.0
299.18,6,2,0,0,221.23,231.52,331.1,1,7,23,0.41,0,0,0,0,1.29,0,0.0
1653.29,23,1,1,0,1579.3,1625.39,4161.99,0,0,2,0.24,0,1,0,0,1.02,0,0.0
96.1,22,0,2,0,101.97,94.22,202.4,1,2,0,0.26,0,0,0,0,1.02,0,0.0
85.51,3,1,2,0,108.09,104.12,158.99,0,5,4,0.21,0,1,0,0,0.82,0,0.0
791.03,14,2,1,0,1169.51,1166.35,2264.43,1,3,2,0.69,0,0,0,0,0.68,0,0.0
52.77,14,1,0,0,91.72,97.32,162.68,2,2,11,0.48,0,0,0,0,0.54,0,0.0
594.75,10,0,1,0,715.53,659.03,1488.2,0,4,2,0.35,0,0,0,0,0.9,0,0.0
1078.12,18,2,2,0,850.58,928.53,2495.56,3,2,8,0.63,0,0,0,0,1.16,0,0.0
1781.05,20,0,1,0,2236.59,2125.27,5967.88,0,3,5,0.16,0,0,0,0,0.84,0,0.0
786.98,12,1,0,0,855.58,818.9,2561.33,0,5,8,0.3,0,0,0,0,0.96,0,0.0
219.46,0,1,1,0,365.73,371.39,880.45,1,2,4,0.39,0,1,0,0,0.59,0,0.0
120.64,14,0,1,0,165.46,158.54,448.88,0,3,2,0.52,0,0,0,0,0.76,0,0.0
750.58,20,2,1,1,754.59,703.12,1599.1,0,3,0,0.45,0,0,0,0,1.07,0,0.0
566.32,11,1,1,0,702.17,699.21,1057.08,2,2,6,0.24,0,0,0,0,0.81,0,0.0
260.91,3,0,2,0,748.96,753.37,2088.5,1,2,5,0.11,0,1,0,0,0.35,0,0.0
356.95,14,1,0,0,472.65,450.48,1166.04,0,3,5,0.06,1,0,0,0,0.79,0,0.0
937.42,7,2,1,1,1071.02,1012.31,2645.83,2,3,1,0.16,0,0,0,0,0.93,0,0.0
43.85,15,1,2,1,55.63,60.53,154.14,0,2,9,0.61,0,0,0,0,0.72,0,0.0
437.9,0,0,0,0,514.12,546.45,1027.71,0,5,7,0.21,0,1,0,0,0.8,0,0.0
565.89,10,0,2,0,331.47,328.24,522.02,0,1,2,0.23,0,0,0,0,1.72,1,0.0
735.53,13,2,0,0,324.55,312.28,713.35,0,3,7,0.21,0,0,0,0,2.36,1,0.0
499.01,3,2,0,0,766.14,798.86,1995.11,0,5,12,0.57,0,1,0,0,0.62,0,0.0
149.97,1,2,0,0,364.81,369.36,1062.54,0,0,0,0.27,0,1,0,0,0.41,0,0.0
179.48,6,1,1,0,44.15,41.12,66.65,0,2,1,0.66,0,0,0,0,4.36,1,1.0
39.02,12,2,0,0,38.27,39.43,75.52,1,2,4,0.24,0,0,0,1,0.99,0,0.0
3560.33,23,1,2,0,7227.19,7362.11,13519.95,1,2,2,0.48,0,1,0,0,0.48,0,0.0
529.79,1,2,1,0,494.91,516.08,1137.03,1,3,2,0.51,0,1,0,0,1.03,0,0.0
268.8,0,0,2,0,213.27,222.98,467.58,1,3,3,0.24,0,1,0,0,1.21,0,0.0
324.49,8,0,2,0,441.71,485.66,1295.22,0,4,5,0.37,0,0,0,0,0.67,0,0.0
754.11,1,0,2,1,347.16,372.99,743.99,0,0,0,0.57,0,1,0,0,2.02,1,0.0
48.34,14,1,1,0,65.45,67.65,95.16,0,0,1,0.34,0,0,0,0,0.71,0,0.0
312.27,9,1,1,0,730.13,683.31,962.63,1,6,2,0.49,0,0,0,0,0.46,0,0.0
40.0,15,2,0,1,77.0,79.41,153.93,0,3,1,0.24,0,0,0,0,0.5,0,0.0
356.74,20,2,2,0,361.05,356.74,1064.25,0,3,0,0.22,0,0,0,0,1.0,0,0.0
384.45,15,2,0,1,286.43,268.2,669.02,1,2,0,0.06,0,0,0,0,1.43,0,0.0
2248.25,8,1,2,1,5683.54,5663.29,16004.54,0,4,8,0.11,0,0,0,0,0.4,0,0.0
164.4,19,1,0,0,123.25,136.79,320.12,1,2,2,0.4,0,0,0,0,1.2,0,0.0
800.61,16,0,0,0,629.77,659.25,1489.88,1,2,2,0.19,0,0,0,0,1.21,0,0.0
142.84,4,2,0,0,248.05,269.86,658.73,1,4,1,0.28,0,1,0,0,0.53,0,0.0
523.34,22,2,1,0,248.52,262.8,519.55,0,8,2,0.35,0,0,0,0,1.99,1,0.0
188.76,4,0,0,0,307.32,289.69,841.0,0,2,1,0.5,0,1,0,0,0.65,0,0.0
416.96,1,2,2,0,701.32,718.05,1568.11,0,2,3,0.34,0,1,0,0,0.58,0,0.0
71.14,6,1,0,1,85.82,78.87,152.77,1,3,2,0.24,0,0,0,0,0.9,0,1.0
319.86,19,0,0,1,462.65,479.34,1232.19,0,4,4,0.05,0,0,0,0,0.67,0,0.0
340.62,10,0,1,0,637.89,618.09,960.84,1,5,0,0.41,0,0,0,0,0.55,0,0.0
652.83,4,2,1,0,354.87,365.93,644.3,1,2,0,0.51,0,1,0,0,1.78,1,0.0
14.01,23,0,1,0,10.39,10.0,29.22,0,6,0,0.25,0,1,0,0,1.4,0,0.0
169.26,5,1,1,0,212.83,210.68,476.89,0,1,11,0.41,0,1,0,0,0.8,0,0.0
340.97,15,2,0,0,283.67,311.02,479.91,0,1,5,0.02,0,0,0,0,1.1,0,0.0
111.31,0,2,2,0,69.04,68.84,200.23,3,1,2,0.29,0,1,0,0,1.62,0,0.0
571.24,7,0,1,0,278.6,258.7,538.36,0,2,10,0.08,0,0,0,0,2.21,1,0.0
1673.79,6,2,0,0,1657.26,1619.3,2578.49,1,4,11,0.13,1,0,0,0,1.03,0,0.0
249.2,11,0,1,0,251.6,259.61,727.47,3,2,7,0.17,0,0,0,0,0.96,0,0.0
946.35,1,1,1,0,1539.83,1685.06,4195.63,0,4,4,0.36,0,1,0,0,0.56,0,0.0
732.19,13,2,2,0,465.11,509.19,1075.5,0,5,0,0.4,0,0,0,0,1.44,0,0.0
27.7,4,2,0,0,20.03,18.69,31.78,1,1,1,0.31,0,1,0,0,1.48,0,0.0
488.98,18,1,1,0,511.2,481.97,887.61,0,5,1,0.22,0,0,0,0,1.01,0,0.0
54.31,21,2,2,0,77.73,80.29,130.63,0,4,10,0.33,0,0,0,0,0.68,0,0.0
989.34,12,0,0,0,2088.36,1984.21,3254.59,2,3,1,0.35,0,0,0,0,0.5,0,0.0
265.48,4,2,0,1,409.5,445.37,945.03,0,3,5,0.02,0,1,0,0,0.6,0,0.0
160.65,0,0,2,0,111.51,102.95,210.13,1,7,3,0.19,0,1,0,0,1.56,0,0.0
265.87,15,1,0,1,419.43,416.82,509.72,3,0,1,0.35,0,0,0,0,0.64,0,0.0
181.58,20,0,1,0,111.82,119.76,207.99,0,3,7,0.32,0,0,0,0,1.52,0,0.0
87.96,11,1,1,0,46.78,51.64,72.53,2,0,19,0.25,0,0,0,0,1.7,1,0.0
7618.27,22,1,0,0,10505.81,11180.67,23125.18,0,4,2,0.21,0,0,0,0,0.68,0,0.0
74.71,5,0,1,0,79.28,76.6,182.5,0,3,13,0.47,0,1,0,0,0.98,0,0.0
152.16,19,0,0,0,128.22,126.88,252.62,0,5,5,0.69,0,0,0,0,1.2,0,0.0
727.38,23,0,0,0,1412.09,1554.79,2721.47,0,4,4,0.12,0,1,0,0,0.47,0,0.0
523.23,6,2,0,0,178.35,179.11,364.56,1,1,4,0.15,0,0,0,0,2.92,1,0.0
716.8,14,2,2,0,1200.88,1157.02,2224.4,1,1,0,0.56,0,0,0,0,0.62,0,0.0
120.09,15,2,0,0,94.16,97.44,175.64,0,5,0,0.12,0,0,0,0,1.23,0,1.0
225.82,0,0,1,0,438.77,474.73,1036.29,0,5,5,0.27,0,1,0,0,0.48,0,0.0
372.45,19,1,2,1,281.02,281.59,762.63,0,7,8,0.54,0,0,0,0,1.32,0,0.0
647.29,18,0,2,0,599.7,571.26,725.84,1,3,14,0.08,0,0,0,0,1.13,0,0.0
1134.37,8,1,2,1,1774.49,1691.17,2379.36,1,3,7,0.19,0,0,0,0,0.67,0,0.0
781.73,17,0,0,0,619.54,648.85,1836.66,1,0,4,0.14,0,0,0,0,1.2,0,0.0
887.02,3,1,2,0,658.26,690.52,1691.49,0,3,0,0.4,0,1,0,0,1.28,0,0.0
214.02,22,0,0,0,86.74,89.85,196.04,0,4,1,0.21,0,0,0,0,2.38,1,0.0
292.91,5,0,2,1,286.16,293.18,603.41,1,2,0,0.18,0,1,0,0,1.0,0,0.0
37.23,11,2,1,0,48.79,46.74,143.66,0,2,2,0.05,0,0,0,0,0.8,0,0.0
391.77,12,0,2,0,386.11,411.47,545.71,1,3,5,0.22,0,0,0,0,0.95,0,0.0
129.24,17,0,0,0,266.05,250.82,576.15,0,4,0,0.5,0,0,0,0,0.52,0,0.0
4780.29,1,1,2,0,12573.26,12557.28,16289.62,0,0,1,0.32,0,1,0,0,0.38,0,0.0
3431.33,4,0,1,0,3656.82,3339.66,7150.67,0,0,2,0.16,0,1,0,0,1.03,0,0.0
190.17,2,1,2,0,168.75,166.26,296.46,0,3,6,0.15,0,1,0,0,1.14,0,0.0
64.44,5,2,2,0,94.94,94.73,271.6,1,3,3,0.26,0,1,0,0,0.68,0,0.0
910.01,11,1,1,0,1247.86,1160.27,1774.31,1,0,34,0.22,0,0,0,0,0.78,0,0.0
951.16,18,2,1,0,1336.58,1334.23,1948.69,0,4,1,0.3,0,0,0,0,0.71,0,0.0
176.2,8,2,1,0,138.7,130.24,377.37,0,0,6,0.12,0,0,0,0,1.35,0,0.0
635.87,1,0,0,1,397.1,370.82,660.0,0,1,6,0.3,0,1,0,0,1.71,0,0.0
152.44,20,2,2,0,114.31,115.02,312.3,0,3,60,0.12,0,0,0,0,1.33,0,0.0
1717.99,10,0,0,0,1405.79,1496.73,3732.06,0,4,4,0.26,0,0,0,0,1.15,0,0.0
844.96,12,0,1,0,971.43,1009.62,2718.03,1,1,7,0.32,1,0,0,0,0.84,0,1.0
443.89,10,1,0,0,1123.95,1077.5,1600.93,1,2,3,0.08,0,0,0,0,0.41,0,0.0
987.35,7,1,0,1,499.5,532.86,986.86,2,3,3,0.36,0,0,0,0,1.85,1,0.0
2343.83,17,2,0,0,3452.12,3792.58,5899.43,0,4,4,0.26,0,0,0,0,0.62,0,0.0
723.91,3,0,1,0,1274.94,1226.37,2385.42,0,4,7,0.11,0,1,0,0,0.59,0,0.0
719.59,17,0,1,1,474.28,515.78,1356.46,0,1,1,0.15,0,0,0,0,1.4,0,0.0
911.65,16,0,2,1,781.16,755.28,1275.45,0,3,3,0.18,0,0,0,0,1.21,0,0.0
